bottle,trial,propertyType,property
120,1,e0,0.9664818237831176
120,1,c0,0.9715599917152054
120,1,s0,0.931640625
120,1,e1,0.9625385089340727
120,1,c1,0.9608037744760751
120,1,s1,0.923828125
120,2,e0,0.9388786198398028
120,2,c0,0.9386792729778903
120,2,s0,0.8720703125
120,2,e1,0.9408502772643254
120,2,c1,0.9851117438638977
120,2,s1,0.6279296875
120,3,e0,0.8915588416512631
120,3,c0,0.9697948256678263
120,3,s0,0.634765625
120,3,e1,0.8964879852125693
120,3,c1,0.8927631985657951
120,3,s1,0.80078125
120,4,e0,0.9802834257547751
120,4,c0,0.96761502461704
120,4,s0,0.98046875
120,4,e1,0.9842267406038201
120,4,c1,0.9769974292177164
120,4,s1,0.908203125
120,5,e0,0.9221195317313616
120,5,c0,0.9311644771196987
120,5,s0,0.91015625
120,5,e1,0.9231053604436229
120,5,c1,0.9346089436757268
120,5,s1,0.892578125
120,6,e0,0.7988909426987061
120,6,c0,0.8645039404977551
120,6,s0,0.7431640625
120,6,e1,0.9546518792359827
120,6,c1,0.9542896450504709
120,6,s1,0.84375
120,7,e0,0.9645101663585952
120,7,c0,0.9824244453198175
120,7,s0,0.8525390625
120,7,e1,0.9990141712877387
120,7,c1,0.9976825982686267
120,7,s1,0.9755859375
120,8,e0,0.9852125693160814
120,8,c0,0.9800369313365986
120,8,s0,0.9443359375
120,8,e1,0.9822550831792976
120,8,c1,0.975916758786868
120,8,s1,0.958984375
120,9,e0,0.9881700554528651
120,9,c0,0.9886785816082775
120,9,s0,0.97265625
120,9,e1,0.560320394331485
120,9,c1,0.599209309444344
120,9,s1,0.42578125
120,10,e0,0.9359211337030191
120,10,c0,0.93707224045773
120,10,s0,0.86328125
120,10,e1,0.9162045594577942
120,10,c1,0.9210773788503076
120,10,s1,0.837890625
120,11,e0,0.9822550831792976
120,11,c0,0.9782259279771623
120,11,s0,0.98046875
120,11,e1,0.7939617991373998
120,11,c1,0.9796030208717714
120,11,s1,0.8212890625
120,12,e0,0.9871842267406038
120,12,c0,0.9901923241387129
120,12,s0,0.9453125
120,12,e1,0.9093037584719655
120,12,c1,0.9198234398350881
120,12,s1,0.75390625
120,13,e0,0.9625385089340727
120,13,c0,0.9794620658186164
120,13,s0,0.8779296875
120,13,e1,0.9861983980283425
120,13,c1,0.9805998808147921
120,13,s1,0.779296875
120,14,e0,0.8767714109673445
120,14,c0,0.9062507575161015
120,14,s0,0.7568359375
120,14,e1,0.9181762168823167
120,14,c1,0.9148844969136047
120,14,s1,0.9033203125
120,15,e0,0.9980283425754775
120,15,c0,0.9976825982686267
120,15,s0,0.9833984375
120,15,e1,0.8935304990757856
120,15,c1,0.9005142870048576
120,15,s1,0.8828125
120,16,e0,0.8600123228589033
120,16,c0,0.907371923816101
120,16,s0,0.740234375
120,16,e1,0.9378927911275415
120,16,c1,0.9643342597266192
120,16,s1,0.7744140625
120,17,e0,0.9714109673444239
120,17,c0,0.9750426274921858
120,17,s0,0.9228515625
120,17,e1,0.6520024645717807
120,17,c1,0.7134948338770777
120,17,s1,0.478515625
120,18,e0,0.9526802218114603
120,18,c0,0.9486737822611059
120,18,s0,0.9482421875
120,18,e1,0.99211337030191
120,18,c1,0.9842973283900206
120,18,s1,0.9482421875
120,19,e0,0.9753542821934689
120,19,c0,0.9764095960132158
120,19,s0,0.955078125
120,19,e1,0.8609981515711645
120,19,c1,0.799084906294422
120,19,s1,0.7734375
120,20,e0,0.8747997535428219
120,20,c0,0.8962936531586984
120,20,s0,0.7197265625
120,20,e1,0.8639556377079483
120,20,c1,0.9269712001358333
120,20,s1,0.783203125
120,21,e0,0.9783117683302526
120,21,c0,0.964520125087611
120,21,s0,0.9501953125
120,21,e1,0.9309919901417129
120,21,c1,0.9232497205267323
120,21,s1,0.8720703125
120,22,e0,0.9842267406038201
120,22,c0,0.9976825982686267
120,22,s0,0.951171875
120,22,e1,0.9447935921133703
120,22,c1,0.9369026603689279
120,22,s1,0.7529296875
120,23,e0,0.9270486752926679
120,23,c0,0.9387436747182145
120,23,s0,0.916015625
120,23,e1,0.8728280961182995
120,23,c1,0.8845782886505295
120,23,s1,0.732421875
120,24,e0,0.9211337030191005
120,24,c0,0.9330919353867695
120,24,s0,0.8955078125
120,24,e1,0.9832409118915588
120,24,c1,0.9752731400694334
120,24,s1,0.935546875
120,25,e0,0.8333949476278497
120,25,c0,0.9062968799464624
120,25,s0,0.58203125
120,25,e1,0.7545286506469501
120,25,c1,0.809812331022191
120,25,s1,0.634765625
