reflection,trial,propertyType,property
100,1,e0,0.3721509006234137
100,1,c0,0.33445764873373895
100,1,s0,0.02734375
100,1,e1,0.978316043663603
100,1,c1,0.9688487978272556
100,1,s1,0.9775390625
100,2,e0,0.3820072444126851
100,2,c0,0.36804566910849823
100,2,s0,0.072265625
100,2,e1,0.561392701377424
100,2,c1,0.8285486853916594
100,2,s1,0.6337890625
100,3,e0,0.446073479042949
100,3,c0,0.4588949640611339
100,3,s0,0.0947265625
100,3,e1,0.6363009141758865
100,3,c1,0.826885039577519
100,3,s1,0.611328125
100,4,e0,0.4667718010004189
100,4,c0,0.5036154130526053
100,4,s0,0.0546875
100,4,e1,0.9980287312421458
100,4,c1,0.9976956909337756
100,4,s1,0.9931640625
100,5,e0,0.4303033289801148
100,5,c0,0.4756449806200723
100,5,s0,0.0654296875
100,5,e1,0.7013527831850775
100,5,c1,0.766528854472752
100,5,s1,0.3173828125
100,6,e0,0.3721509006234137
100,6,c0,0.6008028475090058
100,6,s0,0.0615234375
100,6,e1,0.9438188404011532
100,6,c1,0.9555956723108887
100,6,s1,0.873046875
100,7,e0,0.5840622920927482
100,7,c0,0.6863658436563325
100,7,s0,0.119140625
100,7,e1,0.9990143656210728
100,7,c1,1.0
100,7,s1,0.9833984375
100,8,e0,0.3839785131705394
100,8,c0,0.3861203341363786
100,8,s0,0.11328125
100,8,e1,0.9605746248429146
100,8,c1,0.9537421104964339
100,8,s1,0.9609375
100,9,e0,0.3268117191927654
100,9,c0,0.4218365258602975
100,9,s0,0.109375
100,9,e1,0.9822585811793115
100,9,c1,0.9805765446698604
100,9,s1,0.9248046875
100,10,e0,0.3346967942241825
100,10,c0,0.46092025736322817
100,10,s0,0.1435546875
100,10,e1,0.971416603011113
100,10,c1,0.9640943667668962
100,10,s1,0.9560546875
100,11,e0,0.34061060049774533
100,11,c0,0.3090615329587475
100,11,s0,0.0400390625
100,11,e1,0.9319912278540275
100,11,c1,0.9598660562177952
100,11,s1,0.8359375
100,12,e0,0.4214326195697706
100,12,c0,0.5054450727688782
100,12,s0,0.1259765625
100,12,e1,0.9980287312421458
100,12,c1,0.9976956909337756
100,12,s1,0.986328125
100,13,e0,0.32779735357169254
100,13,c0,0.3243211812934389
100,13,s0,0.0390625
100,13,e1,0.9931005593475101
100,13,c1,0.9902477347367993
100,13,s1,0.9931640625
100,14,e0,0.34849567552916244
100,14,c0,0.18924337186260795
100,14,s0,0.0283203125
100,14,e1,0.9901436562107286
100,14,c1,0.9847538510490397
100,14,s1,0.974609375
100,15,e0,0.6924820737747333
100,15,c0,0.8334619541001604
100,15,s0,0.2353515625
100,15,e1,0.9891580218318015
100,15,c1,0.9860811238606555
100,15,s1,0.98828125
100,16,e0,0.352438213044871
100,16,c0,0.4133417478371075
100,16,s0,0.0546875
100,16,e1,0.9438188404011532
100,16,c1,0.9347791568900518
100,16,s1,0.9326171875
100,17,e0,0.3721509006234137
100,17,c0,0.17800557694021127
100,17,s0,0.0390625
100,17,e1,0.9793016780425301
100,17,c1,0.9899716984358912
100,17,s1,0.970703125
100,18,e0,0.5012690042628687
100,18,c0,0.5924153918815162
