n,bottle,trial,generation
10,76,21,11
10,76,22,16
10,76,23,19
10,76,24,201
10,76,25,18
11,73,1,30
11,73,2,18
11,73,3,15
11,73,4,24
11,73,5,44
11,73,6,22
11,73,7,21
11,73,8,17
11,73,9,28
11,73,10,21
11,73,11,13
11,73,12,22
11,73,13,27
11,73,14,29
11,73,15,26
11,73,16,82
11,73,17,27
11,73,18,33
11,73,19,19
11,73,20,29
11,73,21,29
11,73,22,19
11,73,23,17
11,73,24,22
11,73,25,34
11,74,1,24
11,74,2,24
11,74,3,22
11,74,4,25
11,74,5,31
11,74,6,58
11,74,7,29
11,74,8,30
11,74,9,20
11,74,10,25
11,74,11,44
11,74,12,30
11,74,13,22
11,74,14,20
11,74,15,35
11,74,16,21
11,74,17,30
11,74,18,21
11,74,19,42
11,74,20,19
11,74,21,24
11,74,22,24
11,74,23,30
11,74,24,15
11,74,25,21
11,75,1,24
11,75,2,28
11,75,3,17
11,75,4,33
11,75,5,34
11,75,6,28
11,75,7,27
11,75,8,31
11,75,9,24
11,75,10,28
11,75,11,20
11,75,12,23
11,75,13,20
11,75,14,72
11,75,15,23
11,75,16,23
11,75,17,23
11,75,18,38
11,75,19,33
11,75,20,30
11,75,21,24
11,75,22,26
11,75,23,34
11,75,24,46
11,75,25,28
11,76,1,31
11,76,2,17
11,76,3,43
11,76,4,19
11,76,5,42
11,76,6,24
11,76,7,24
11,76,8,18
11,76,9,25
11,76,10,12
11,76,11,24
11,76,12,18
11,76,13,24
11,76,14,42
11,76,15,18
11,76,16,129
11,76,17,27
11,76,18,41
11,76,19,22
11,76,20,30
11,76,21,20
11,76,22,31
11,76,23,24
11,76,24,26
11,76,25,21
11,77,1,26
11,77,2,18
11,77,3,26
11,77,4,38
11,77,5,17
11,77,6,18
11,77,7,14
11,77,8,19
11,77,9,33
11,77,10,20
11,77,11,24
11,77,12,34
11,77,13,43
11,77,14,30
11,77,15,18
11,77,16,21
11,77,17,24
11,77,18,35
11,77,19,19
11,77,20,25
11,77,21,25
11,77,22,23
11,77,23,17
11,77,24,23
11,77,25,21
11,78,1,38
11,78,2,11
11,78,3,26
11,78,4,20
11,78,5,25
11,78,6,23
11,78,7,32
11,78,8,22
11,78,9,25
11,78,10,22
11,78,11,19
11,78,12,38
11,78,13,58
11,78,14,21
11,78,15,43
11,78,16,23
11,78,17,16
11,78,18,19
11,78,19,23
11,78,20,20
11,78,21,23
11,78,22,28
11,78,23,36
11,78,24,47
11,78,25,17
11,79,1,20
11,79,2,28
11,79,3,22
11,79,4,16
11,79,5,72
11,79,6,20
11,79,7,22
11,79,8,13
11,79,9,26
11,79,10,27
11,79,11,15
11,79,12,41
11,79,13,201
11,79,14,16
11,79,15,21
11,79,16,37
11,79,17,34
11,79,18,22
11,79,19,40
11,79,20,13
11,79,21,31
11,79,22,23
11,79,23,30
11,79,24,18
11,79,25,28
11,80,1,48
11,80,2,33
11,80,3,20
11,80,4,42
11,80,5,16
11,80,6,17
11,80,7,23
11,80,8,21
11,80,9,21
11,80,10,21
11,80,11,196
11,80,12,18
11,80,13,14
11,80,14,22
11,80,15,23
11,80,16,21
11,80,17,14
11,80,18,19
11,80,19,29
11,80,20,49
11,80,21,23
11,80,22,19
11,80,23,24
11,80,24,49
11,80,25,30
11,81,1,37
11,81,2,28
11,81,3,31
11,81,4,15
11,81,5,27
11,81,6,25
11,81,7,28
11,81,8,14
11,81,9,27
11,81,10,47
11,81,11,22
11,81,12,21
11,81,13,34
11,81,14,28
11,81,15,24
11,81,16,50
11,81,17,11
11,81,18,20
11,81,19,30
11,81,20,16
11,81,21,19
11,81,22,41
11,81,23,18
11,81,24,24
11,81,25,43
11,82,1,22
11,82,2,30
11,82,3,17
11,82,4,20
11,82,5,34
11,82,6,21
11,82,7,22
11,82,8,11
11,82,9,35
11,82,10,22
11,82,11,15
11,82,12,27
11,82,13,16
11,82,14,24
11,82,15,22
11,82,16,25
11,82,17,45
11,82,18,30
11,82,19,24
11,82,20,19
11,82,21,17
11,82,22,27
11,82,23,16
11,82,24,23
11,82,25,23
11,83,1,32
11,83,2,24
11,83,3,29
11,83,4,18
11,83,5,21
11,83,6,20
11,83,7,26
11,83,8,16
11,83,9,36
11,83,10,18
11,83,11,18
11,83,12,28
11,83,13,19
11,83,14,26
11,83,15,23
11,83,16,35
11,83,17,16
11,83,18,15
11,83,19,32
11,83,20,21
11,83,21,47
11,83,22,35
11,83,23,25
11,83,24,48
11,83,25,18
11,84,1,23
11,84,2,24
11,84,3,16
11,84,4,201
11,84,5,39
11,84,6,33
11,84,7,45
11,84,8,20
11,84,9,26
11,84,10,26
11,84,11,32
11,84,12,16
11,84,13,39
11,84,14,20
11,84,15,30
11,84,16,23
11,84,17,29
11,84,18,29
11,84,19,37
11,84,20,34
11,84,21,25
11,84,22,21
11,84,23,38
11,84,24,25
11,84,25,32
12,82,1,42
12,82,2,42
12,82,3,30
12,82,4,23
12,82,5,16
12,82,6,39
12,82,7,23
12,82,8,22
12,82,9,19
12,82,10,15
12,82,11,30
12,82,12,25
12,82,13,19
12,82,14,26
12,82,15,46
12,82,16,21
12,82,17,40
12,82,18,34
12,82,19,48
12,82,20,30
12,82,21,33
12,82,22,21
12,82,23,20
12,82,24,27
12,82,25,30
12,83,1,37
12,83,2,18
12,83,3,20
12,83,4,64
12,83,5,23
12,83,6,39
12,83,7,23
12,83,8,31
12,83,9,31
12,83,10,19
12,83,11,26
12,83,12,26
12,83,13,32
12,83,14,23
12,83,15,23
12,83,16,32
12,83,17,37
12,83,18,28
12,83,19,29
12,83,20,27
12,83,21,74
12,83,22,26
12,83,23,31
12,83,24,17
12,83,25,27
12,84,1,23
12,84,2,26
12,84,3,21
12,84,4,28
12,84,5,27
12,84,6,49
12,84,7,17
12,84,8,26
12,84,9,40
12,84,10,28
12,84,11,27
12,84,12,29
12,84,13,27
12,84,14,22
12,84,15,26
12,84,16,39
12,84,17,22
12,84,18,14
12,84,19,26
12,84,20,18
12,84,21,27
12,84,22,27
12,84,23,19
12,84,24,18
12,84,25,19
12,85,1,31
12,85,2,25
12,85,3,22
12,85,4,21
12,85,5,21
12,85,6,26
12,85,7,24
12,85,8,24
12,85,9,27
12,85,10,26
12,85,11,23
12,85,12,33
12,85,13,37
12,85,14,35
12,85,15,20
12,85,16,24
12,85,17,25
12,85,18,24
12,85,19,22
12,85,20,36
12,85,21,18
12,85,22,32
12,85,23,38
12,85,24,20
12,85,25,20
12,86,1,18
12,86,2,19
12,86,3,32
12,86,4,34
12,86,5,17
12,86,6,50
12,86,7,30
12,86,8,37
12,86,9,25
12,86,10,32
12,86,11,25
12,86,12,17
12,86,13,22
12,86,14,31
12,86,15,22
12,86,16,18
12,86,17,30
12,86,18,16
12,86,19,16
12,86,20,16
12,86,21,26
12,86,22,27
12,86,23,23
12,86,24,47
12,86,25,29
12,87,1,30
12,87,2,24
12,87,3,29
12,87,4,23
12,87,5,21
12,87,6,14
12,87,7,15
12,87,8,32
12,87,9,29
12,87,10,19
12,87,11,28
12,87,12,31
12,87,13,31
12,87,14,16
12,87,15,27
12,87,16,20
12,87,17,16
12,87,18,25
12,87,19,17
12,87,20,15
12,87,21,48
12,87,22,17
12,87,23,13
12,87,24,27
12,87,25,37
12,88,1,28
12,88,2,24
12,88,3,22
12,88,4,36
12,88,5,48
12,88,6,72
12,88,7,24
12,88,8,31
12,88,9,16
12,88,10,15
12,88,11,16
12,88,12,52
12,88,13,37
12,88,14,36
12,88,15,26
12,88,16,24
12,88,17,23
12,88,18,32
12,88,19,22
12,88,20,37
12,88,21,21
12,88,22,23
12,88,23,55
12,88,24,32
12,88,25,21
12,89,1,16
12,89,2,47
12,89,3,21
12,89,4,18
12,89,5,21
12,89,6,28
12,89,7,22
12,89,8,19
12,89,9,43
12,89,10,43
12,89,11,33
12,89,12,26
12,89,13,28
12,89,14,32
12,89,15,26
12,89,16,46
12,89,17,64
12,89,18,17
12,89,19,53
12,89,20,172
12,89,21,24
12,89,22,20
12,89,23,41
12,89,24,47
12,89,25,27
