reflection,trial,propertyType,property
375,1,e0,1.0
375,1,c0,1.0
375,1,s0,0.9970703125
375,1,e1,1.0
375,1,c1,1.0
375,1,s1,1.0
375,2,e0,0.9980294110402247
375,2,c0,1.0
375,2,s0,0.998046875
375,2,e1,1.0
375,2,c1,1.0
375,2,s1,0.994140625
375,3,e0,1.0
375,3,c0,1.0
375,3,s0,1.0
375,3,e1,1.0
375,3,c1,1.0
375,3,s1,1.0
375,4,e0,0.8443234721777472
375,4,c0,0.9305437201660584
375,4,s0,0.7958984375
375,4,e1,1.0
375,4,c1,1.0
375,4,s1,1.0
375,5,e0,1.0
375,5,c0,1.0
375,5,s0,1.0
375,5,e1,1.0
375,5,c1,1.0
375,5,s1,1.0
375,6,e0,0.9832499938419095
375,6,c0,0.9806673357629796
375,6,s0,0.9833984375
375,6,e1,1.0
375,6,c1,1.0
375,6,s1,1.0
375,7,e0,1.0
375,7,c0,1.0
375,7,s0,1.0
375,7,e1,1.0
375,7,c1,1.0
375,7,s1,1.0
375,8,e0,0.9960588220804493
375,8,c0,1.0
375,8,s0,0.99609375
375,8,e1,1.0
375,8,c1,1.0
375,8,s1,1.0
375,9,e0,1.0
375,9,c0,1.0
375,9,s0,1.0
375,9,e1,1.0
375,9,c1,1.0
375,9,s1,1.0
375,10,e0,0.9231470305687612
375,10,c0,0.9573421994206215
375,10,s0,0.94140625
375,10,e1,1.0
375,10,c1,1.0
375,10,s1,0.99609375
375,11,e0,1.0
375,11,c0,1.0
375,11,s0,1.0
375,11,e1,1.0
375,11,c1,1.0
375,11,s1,1.0
375,12,e0,1.0
375,12,c0,1.0
375,12,s0,0.998046875
375,12,e1,1.0
375,12,c1,1.0
375,12,s1,1.0
375,13,e0,1.0
375,13,c0,1.0
375,13,s0,1.0
375,13,e1,1.0
375,13,c1,1.0
375,13,s1,1.0
375,14,e0,1.0
375,14,c0,1.0
375,14,s0,1.0
375,14,e1,1.0
375,14,c1,1.0
375,14,s1,1.0
375,15,e0,1.0
375,15,c0,1.0
375,15,s0,1.0
375,15,e1,0.9891617607212355
375,15,c1,0.9976759959844917
375,15,s1,0.9892578125
375,16,e0,1.0
375,16,c0,1.0
375,16,s0,1.0
375,16,e1,1.0
375,16,c1,1.0
375,16,s1,1.0
375,17,e0,1.0
375,17,c0,1.0
375,17,s0,0.9990234375
375,17,e1,1.0
375,17,c1,1.0
375,17,s1,1.0
375,18,e0,1.0
375,18,c0,1.0
375,18,s0,1.0
375,18,e1,1.0
375,18,c1,1.0
375,18,s1,1.0
375,19,e0,1.0
375,19,c0,1.0
375,19,s0,0.998046875
375,19,e1,1.0
375,19,c1,1.0
375,19,s1,1.0
375,20,e0,1.0
375,20,c0,1.0
375,20,s0,1.0
375,20,e1,1.0
375,20,c1,1.0
375,20,s1,1.0
375,21,e0,1.0
375,21,c0,1.0
375,21,s0,1.0
375,21,e1,1.0
375,21,c1,1.0
375,21,s1,0.9990234375
375,22,e0,0.994088233120674
375,22,c0,0.9957977770650858
375,22,s0,0.994140625
375,22,e1,1.0
375,22,c1,1.0
375,22,s1,1.0
375,23,e0,1.0
375,23,c0,1.0
375,23,s0,1.0
375,23,e1,0.5960292632460527
375,23,c1,0.8048227091328668
375,23,s1,0.5712890625
375,24,e0,0.9980294110402247
375,24,c0,0.9976759959844917
375,24,s0,0.9931640625
375,24,e1,1.0
375,24,c1,1.0
375,24,s1,0.998046875
375,25,e0,1.0
375,25,c0,1.0
375,25,s0,1.0
375,25,e1,0.9980294110402247
375,25,c1,1.0
375,25,s1,0.998046875
