reflection,trial,propertyType,property
350,1,e0,1.0
350,1,c0,1.0
350,1,s0,1.0
350,1,e1,1.0
350,1,c1,1.0
350,1,s1,1.0
350,2,e0,1.0
350,2,c0,1.0
350,2,s0,1.0
350,2,e1,1.0
350,2,c1,1.0
350,2,s1,1.0
350,3,e0,0.9990128088057455
350,3,c0,0.9976626779099043
350,3,s0,0.9990233898139558
350,3,e1,0.8716651447469088
350,3,c1,0.8977970212066178
350,3,s1,0.8154206748376386
350,4,e0,1.0
350,4,c0,1.0
350,4,s0,1.0
350,4,e1,1.0
350,4,c1,1.0
350,4,s1,1.0
350,5,e0,0.9980256176114909
350,5,c0,0.9957736955582954
350,5,s0,0.9980467796279116
350,5,e1,1.0
350,5,c1,1.0
350,5,s1,0.9941403388837345
350,6,e0,1.0
350,6,c0,1.0
350,6,s0,0.9980467796279116
350,6,e1,0.9072040277400726
350,6,c1,0.953907769565213
350,6,s1,0.9013623712095317
350,7,e0,0.9980256176114909
350,7,c0,1.0
350,7,s0,0.9980467796279116
350,7,e1,1.0
350,7,c1,1.0
350,7,s1,1.0
350,8,e0,1.0
350,8,c0,1.0
350,8,s0,1.0
350,8,e1,0.8736395271354179
350,8,c1,0.9101064305014901
350,8,s1,0.8613213535817179
350,9,e0,1.0
350,9,c0,1.0
350,9,s0,1.0
350,9,e1,1.0
350,9,c1,1.0
350,9,s1,0.9970701694418673
350,10,e0,1.0
350,10,c0,1.0
350,10,s0,0.9980467796279116
350,10,e1,1.0
350,10,c1,1.0
350,10,s1,1.0
350,11,e0,1.0
350,11,c0,1.0
350,11,s0,1.0
350,11,e1,1.0
350,11,c1,1.0
350,11,s1,1.0
350,12,e0,1.0
350,12,c0,1.0
350,12,s0,0.9951169490697788
350,12,e1,1.0
350,12,c1,1.0
350,12,s1,1.0
350,13,e0,1.0
350,13,c0,1.0
350,13,s0,1.0
350,13,e1,1.0
350,13,c1,1.0
350,13,s1,1.0
350,14,e0,0.8568572768330907
350,14,c0,0.8765897748931571
350,14,s0,0.7597538942331169
350,14,e1,1.0
350,14,c1,1.0
350,14,s1,0.9990233898139558
350,15,e0,1.0
350,15,c0,1.0
350,15,s0,1.0
350,15,e1,1.0
350,15,c1,1.0
350,15,s1,1.0
350,16,e0,1.0
350,16,c0,1.0
350,16,s0,1.0
350,16,e1,1.0
350,16,c1,1.0
350,16,s1,1.0
350,17,e0,0.9990128088057455
350,17,c0,0.9976626779099043
350,17,s0,0.9990233898139558
350,17,e1,1.0
350,17,c1,1.0
350,17,s1,0.9980467796279116
350,18,e0,1.0
350,18,c0,1.0
350,18,s0,1.0
350,18,e1,1.0
350,18,c1,1.0
350,18,s1,1.0
350,19,e0,0.7314839951627632
350,19,c0,0.9381268153783151
350,19,s0,0.4609111773035792
350,19,e1,1.0
350,19,c1,1.0
350,19,s1,1.0
350,20,e0,0.9990128088057455
350,20,c0,1.0
350,20,s0,0.9990233898139558
350,20,e1,1.0
350,20,c1,1.0
350,20,s1,1.0
350,21,e0,1.0
350,21,c0,1.0
350,21,s0,1.0
350,21,e1,1.0
350,21,c1,1.0
350,21,s1,1.0
350,22,e0,0.7778819812927269
350,22,c0,0.8450946152902414
350,22,s0,0.7675667757214708
350,22,e1,0.9940768528344727
350,22,c1,0.9898280264937119
350,22,s1,0.9941403388837345
350,23,e0,1.0
350,23,c0,1.0
350,23,s0,1.0
350,23,e1,1.0
350,23,c1,1.0
350,23,s1,1.0
350,24,e0,1.0
350,24,c0,1.0
350,24,s0,0.9990233898139558
350,24,e1,0.5557639625854538
350,24,c1,0.8379782482094351
350,24,s1,0.533180331070853
350,25,e0,1.0
350,25,c0,1.0
350,25,s0,0.9990233898139558
350,25,e1,0.9960512352229818
350,25,c1,0.9957736955582954
350,25,s1,0.996093559255823
