bottle,trial,propertyType,property
50,1,e0,0.187076088296954
50,1,c0,0.053729515234241194
50,1,s0,0.050930460333006855
50,1,e1,0.17622394869897645
50,1,c1,0.08601536404042591
50,1,s1,0.04897159647404505
50,2,e0,0.18904920458749538
50,2,c0,-0.019830028328611915
50,2,s0,0.03525954946131244
50,2,e1,0.171291157972623
50,2,c1,0.10849968184555683
50,2,s1,0.05288932419196866
50,3,e0,0.187076088296954
50,3,c0,0.0816709390851138
50,3,s0,0.06268364348677767
50,3,e1,0.24429646072265385
50,3,c1,0.028124267876004194
50,3,s1,0.04211557296767875
50,4,e0,0.2610679491922555
50,4,c0,0.015166729608540073
50,4,s0,0.05778648383937316
50,4,e1,0.16734492539154025
50,4,c1,-0.019830028328611915
50,4,s1,0.07541625857002938
50,5,e0,0.16734492539154025
50,5,c0,-0.019830028328611915
50,5,s0,0.04505386875612145
50,5,e1,0.1643852509557282
50,5,c1,0.08930600495706838
50,5,s1,0.05288932419196866
50,6,e0,0.19792822789493156
50,6,c0,-0.019830028328611915
50,6,s0,0.034280117531831536
50,6,e1,0.1347885065976076
50,6,c1,-0.019830028328611915
50,6,s1,0.09990205680705191
50,7,e0,0.1939819953138488
50,7,c0,0.2999817215788231
50,7,s0,0.09990205680705191
50,7,e1,0.2679738562091503
50,7,c1,0.08827312053032285
50,7,s1,0.05190989226248776
50,8,e0,0.18510297200641262
50,8,c0,0.14926433184122015
50,8,s0,0.02742409402546523
50,8,e1,0.2837587865334813
50,8,c1,0.12108456737398632
50,8,s1,0.03525954946131244
50,9,e0,0.17523739055370577
50,9,c0,-0.019830028328611915
50,9,s0,0.04113614103819784
50,9,e1,0.20779380934763841
50,9,c1,0.07234332152837884
50,9,s1,0.07247796278158668
50,10,e0,0.14564064619558514
50,10,c0,0.07902351798981085
50,10,s0,0.04211557296767875
50,10,e1,0.20187446047601432
50,10,c1,0.17606939651987216
50,10,s1,0.04505386875612145
50,11,e0,0.1811567394253299
50,11,c0,0.24595436650994962
50,11,s0,0.04211557296767875
50,11,e1,0.2107534837834505
50,11,c1,0.07686300512516545
50,11,s1,0.061704211557296766
50,12,e0,0.16043901837464544
50,12,c0,0.18064772238664328
50,12,s0,0.02742409402546523
50,12,e1,0.25613515846590207
50,12,c1,0.11990365514166712
50,12,s1,0.058765915768854066
50,13,e0,0.19200887902330743
50,13,c0,-0.019830028328611915
50,13,s0,0.05484818805093046
50,13,e1,0.2472561351584659
50,13,c1,0.2489365729750765
50,13,s1,0.04113614103819784
50,14,e0,0.19003576273276607
50,14,c0,0.23832622023443067
50,14,s0,0.04897159647404505
50,14,e1,0.19003576273276607
50,14,c1,0.10846237277116952
50,14,s1,0.04603330068560235
50,15,e0,0.11308422740165248
50,15,c0,-0.019830028328611915
50,15,s0,0.05778648383937316
50,15,e1,0.25317548403009005
50,15,c1,0.27936330210990157
50,15,s1,0.0871694417238002
50,16,e0,0.25317548403009005
50,16,c0,0.11025282654224827
50,16,s0,0.06758080313418217
50,16,e1,0.15155999506720927
50,16,c1,-0.019830028328611915
50,16,s1,0.06562193927522038
50,17,e0,0.19003576273276607
50,17,c0,-0.019830028328611915
50,17,s0,0.08619000979431929
50,17,e1,0.22949808854359355
50,17,c1,0.07389509783332614
50,17,s1,0.05288932419196866
50,18,e0,0.2176593908003453
50,18,c0,0.1163283364623493
50,18,s0,0.04113614103819784
50,18,e1,0.23541743741521767
50,18,c1,0.04300298815256488
50,18,s1,0.05484818805093046
50,19,e0,0.14465408805031446
50,19,c0,-0.022140865182559134
50,19,s0,0.03819784524975514
50,19,e1,0.2699469724996917
50,19,c1,0.08797350118539855
50,19,s1,0.07933398628795299
50,20,e0,0.15057343692193859
50,20,c0,-0.019830028328611915
50,20,s0,0.04897159647404505
50,20,e1,0.24429646072265385
50,20,c1,0.23336220794354565
50,20,s1,0.05680705190989226
50,21,e0,0.19200887902330743
50,21,c0,0.14617756529907097
50,21,s0,0.05582761998041136
50,21,e1,0.12393636699963004
50,21,c1,-0.022140865182559134
50,21,s1,0.0871694417238002
50,22,e0,0.1860895301516833
50,22,c0,0.3207919556124979
50,22,s0,0.05484818805093046
50,22,e1,0.27981255395239857
50,22,c1,0.06469157661624657
50,22,s1,0.04701273261508325
50,23,e0,0.19299543716857812
50,23,c0,0.08370452718647844
50,23,s0,0.0969637610186092
50,23,e1,0.16142557651991615
50,23,c1,0.06954713800232579
50,23,s1,0.050930460333006855
50,24,e0,0.22653841410778147
50,24,c0,-0.019830028328611915
50,24,s0,0.034280117531831536
50,24,e1,0.2008879023307436
50,24,c1,0.08388238575424531
50,24,s1,0.05680705190989226
50,25,e0,0.18510297200641262
50,25,c0,-0.019830028328611915
50,25,s0,0.02056807051909892
50,25,e1,0.20384757676655568
50,25,c1,-0.019830028328611915
50,25,s1,0.0832517140058766
