10,64,10,16
10,65,10,19
10,66,10,16
10,67,10,15
10,68,10,24
10,69,10,15
10,70,10,14
10,71,10,21
10,72,10,15
10,73,10,16
10,74,10,31
10,75,10,15
10,76,10,20
10,77,10,15
10,78,10,21
10,79,10,18
10,80,10,16
10,81,10,12
10,82,10,18
10,83,10,14
10,84,10,21
10,64,11,12
10,65,11,21
10,66,11,17
10,67,11,18
10,68,11,16
10,69,11,15
10,70,11,14
10,71,11,13
10,72,11,19
10,73,11,16
10,74,11,14
10,75,11,14
10,76,11,13
10,77,11,14
10,78,11,15
10,79,11,12
10,80,11,15
10,81,11,19
10,82,11,17
10,83,11,15
10,84,11,17
10,64,12,18
10,65,12,22
10,66,12,21
10,67,12,20
10,68,12,15
10,69,12,17
10,70,12,19
10,71,12,14
10,72,12,20
10,73,12,13
10,74,12,15
10,75,12,20
10,76,12,16
10,77,12,21
10,78,12,14
10,79,12,15
10,80,12,15
10,81,12,22
10,82,12,45
10,83,12,28
10,84,12,14
10,64,13,13
10,65,13,17
10,66,13,16
10,67,13,16
10,68,13,21
10,69,13,12
10,70,13,14
10,71,13,14
10,72,13,16
10,73,13,11
10,74,13,20
10,75,13,14
10,76,13,14
10,77,13,12
10,78,13,12
10,79,13,13
10,80,13,14
10,81,13,17
10,82,13,13
10,83,13,12
10,84,13,13
10,64,14,15
10,65,14,21
10,66,14,17
10,67,14,18
10,68,14,17
10,69,14,15
10,70,14,17
10,71,14,16
10,72,14,16
10,73,14,13
10,74,14,17
10,75,14,14
10,76,14,14
10,77,14,14
10,78,14,19
10,79,14,17
10,80,14,14
10,81,14,17
10,82,14,18
10,83,14,13
10,84,14,14
10,64,15,20
10,65,15,23
10,66,15,17
10,67,15,16
10,68,15,16
10,69,15,19
10,70,15,19
10,71,15,16
10,72,15,21
10,73,15,19
10,74,15,20
10,75,15,19
10,76,15,11
10,77,15,18
10,78,15,12
10,79,15,17
10,80,15,11
10,81,15,14
10,82,15,19
10,83,15,12
10,84,15,18
10,64,16,13
10,65,16,17
10,66,16,17
10,67,16,18
10,68,16,16
10,69,16,16
10,70,16,17
10,71,16,21
10,72,16,16
10,73,16,17
10,74,16,11
10,75,16,17
10,76,16,13
10,77,16,14
10,78,16,16
10,79,16,14
10,80,16,17
10,81,16,20
10,82,16,29
10,83,16,17
10,84,16,14
10,64,17,16
10,65,17,16
10,66,17,24
10,67,17,20
10,68,17,20
10,69,17,20
10,70,17,15
10,71,17,20
10,72,17,14
10,73,17,18
10,74,17,13
10,75,17,15
10,76,17,19
10,77,17,12
10,78,17,14
10,79,17,12
10,80,17,17
10,81,17,12
10,82,17,15
10,83,17,17
10,84,17,13
10,64,18,30
10,65,18,16
10,66,18,20
10,67,18,16
10,68,18,15
10,69,18,22
10,70,18,17
10,71,18,19
10,72,18,13
10,73,18,16
10,74,18,13
10,75,18,14
10,76,18,23
10,77,18,22
10,78,18,12
10,79,18,16
10,80,18,20
10,81,18,15
10,82,18,20
10,83,18,33
10,84,18,13
10,64,19,15
10,65,19,15
10,66,19,13
10,67,19,16
10,68,19,22
10,69,19,17
10,70,19,17
10,71,19,20
10,72,19,16
10,73,19,17
10,74,19,14
10,75,19,16
10,76,19,41
10,77,19,22
10,78,19,13
10,79,19,16
10,80,19,12
10,81,19,21
10,82,19,17
10,83,19,24
10,84,19,14
10,64,1,29
10,65,1,18
10,66,1,26
10,67,1,13
10,68,1,15
10,69,1,16
10,70,1,15
10,71,1,22
10,72,1,11
10,73,1,12
10,74,1,15
10,75,1,16
10,76,1,10
10,77,1,14
10,78,1,17
10,79,1,10
10,80,1,16
10,81,1,17
10,82,1,31
10,83,1,16
10,84,1,23
10,64,20,18
10,65,20,21
10,66,20,15
10,67,20,15
10,68,20,19
10,69,20,12
10,70,20,11
10,71,20,21
10,72,20,25
10,73,20,14
10,74,20,21
10,75,20,12
10,76,20,13
10,77,20,19
10,78,20,17
10,79,20,15
10,80,20,14
10,81,20,27
10,82,20,17
10,83,20,16
10,84,20,16
10,64,21,21
10,65,21,19
10,66,21,13
10,67,21,15
10,68,21,12
10,69,21,18
10,70,21,12
10,71,21,17
10,72,21,17
10,73,21,19
10,74,21,15
10,75,21,18
10,76,21,25
10,77,21,21
10,78,21,14
10,79,21,28
10,80,21,14
10,81,21,12
10,82,21,15
10,83,21,16
10,84,21,16
10,64,22,14
10,65,22,23
10,66,22,23
10,67,22,17
10,68,22,15
10,69,22,16
10,70,22,18
10,71,22,11
10,72,22,17
10,73,22,15
10,74,22,15
10,75,22,13
10,76,22,14
10,77,22,19
10,78,22,19
10,79,22,17
10,80,22,16
10,81,22,15
10,82,22,17
10,83,22,18
10,84,22,18
10,64,23,15
10,65,23,16
10,66,23,20
10,67,23,16
10,68,23,18
10,69,23,19
10,70,23,19
10,71,23,19
10,72,23,17
10,73,23,15
10,74,23,17
10,75,23,17
10,76,23,17
10,77,23,12
10,78,23,15
10,79,23,16
10,80,23,11
10,81,23,13
10,82,23,17
10,83,23,14
10,84,23,21
10,64,24,18
10,65,24,17
10,66,24,17
10,67,24,18
10,68,24,16
10,69,24,19
10,70,24,19
10,71,24,19
10,72,24,14
10,73,24,34
10,74,24,15
10,75,24,15
10,76,24,14
10,77,24,14
