reflection,trial,propertyType,property
225,1,e0,0.9733016908929101
225,1,c0,0.7210450421246996
225,1,s0,0.8749877917765406
225,1,e1,1.0
225,1,c1,1.0
225,1,s1,1.0
225,2,e0,0.8160783150400475
225,2,c0,0.7727320427129132
225,2,s0,0.7802519777322005
225,2,e1,1.0
225,2,c1,1.0
225,2,s1,1.0
225,3,e0,0.8012459210916641
225,3,c0,0.8649889403728122
225,3,s0,0.5390174821759938
225,3,e1,0.8131118362503708
225,3,c1,0.8460298118553782
225,3,s1,0.812481687664811
225,4,e0,0.9377039454167903
225,4,c0,0.9759650773520454
225,4,s0,0.7187225314972165
225,4,e1,1.0
225,4,c1,1.0
225,4,s1,1.0
225,5,e0,1.0
225,5,c0,1.0
225,5,s0,0.9941400527395253
225,5,e1,0.9990111737367744
225,5,c1,0.9976825982686267
225,5,s1,0.9980466842465084
225,6,e0,0.9159497676258281
225,6,c0,0.9835057092097369
225,6,s0,0.41693524758277173
225,6,e1,1.0
225,6,c1,1.0
225,6,s1,1.0
225,7,e0,0.9861564323148423
225,7,c0,1.0
225,7,s0,0.7880652407461666
225,7,e1,0.9980223474735489
225,7,c1,0.9976825982686267
225,7,s1,0.9980466842465084
225,8,e0,0.9940670424206467
225,8,c0,0.9909959833396508
225,8,s0,0.9804668424650845
225,8,e1,1.0
225,8,c1,1.0
225,8,s1,1.0
225,9,e0,0.9377039454167903
225,9,c0,0.9958097151984237
225,9,s0,0.6083601914249438
225,9,e1,0.8734302383071294
225,9,c1,0.9382313132727731
225,9,s1,0.8740111338997949
225,10,e0,0.9930782161574211
225,10,c0,0.9976825982686267
225,10,s0,0.8251782400625061
225,10,e1,1.0
225,10,c1,1.0
225,10,s1,0.9960933684930169
225,11,e0,0.9841787797883912
225,11,c0,1.0
225,11,s0,0.8505713448578963
225,11,e1,1.0
225,11,c1,1.0
225,11,s1,0.9990233421232543
225,12,e0,0.9980223474735489
225,12,c0,0.9958097151984237
225,12,s0,0.899404238695185
225,12,e1,1.0
225,12,c1,1.0
225,12,s1,1.0
225,13,e0,0.9940670424206467
225,13,c0,0.9941050042513078
225,13,s0,0.6864928215646059
225,13,e1,1.0
225,13,c1,1.0
225,13,s1,0.9853501318488134
225,14,e0,0.9831899535251656
225,14,c0,0.9958097151984237
225,14,s0,0.7333723996484032
225,14,e1,1.0
225,14,c1,1.0
225,14,s1,1.0
225,15,e0,0.8882626322555127
225,15,c0,0.8145762526495148
225,15,s0,0.9160074225998632
225,15,e1,0.6548996341342825
225,15,c1,0.7576610659651577
225,15,s1,0.6308233225900967
225,16,e0,0.5312963512310886
225,16,c0,0.7099264908298235
225,16,s0,0.30559624963375326
225,16,e1,1.0
225,16,c1,1.0
225,16,s1,0.9980466842465084
225,17,e0,1.0
225,17,c0,1.0
225,17,s0,0.9482371325324739
225,17,e1,1.0
225,17,c1,1.0
225,17,s1,0.9980466842465084
225,18,e0,0.9822011272619401
225,18,c0,0.9737745625070598
225,18,s0,0.7929485301298955
225,18,e1,0.9940670424206467
225,18,c1,0.9958097151984237
225,18,s1,0.9931633948627796
225,19,e0,0.8724414120439039
225,19,c0,0.8784417783759859
225,19,s0,0.2870397499755835
225,19,e1,1.0
225,19,c1,1.0
225,19,s1,1.0
225,20,e0,0.9940670424206467
225,20,c0,0.9882100085026156
225,20,s0,0.934563922258033
225,20,e1,1.0
225,20,c1,1.0
225,20,s1,1.0
225,21,e0,0.8477207554632651
225,21,c0,0.827236909989207
225,21,s0,0.6366832698505713
225,21,e1,1.0
225,21,c1,1.0
225,21,s1,1.0
225,22,e0,0.9189162464155048
225,22,c0,0.9394890152902283
225,22,s0,0.481394667447993
225,22,e1,1.0
225,22,c1,1.0
225,22,s1,0.9990233421232543
225,23,e0,0.7340057351923267
225,23,c0,0.7992713239261634
225,23,s0,0.7304424260181658
225,23,e1,1.0
225,23,c1,1.0
225,23,s1,1.0
225,24,e0,1.0
225,24,c0,1.0
225,24,s0,0.9843734739720675
225,24,e1,0.9970335212103233
225,24,c1,1.0
225,24,s1,0.9921867369860338
225,25,e0,0.7142292099278157
225,25,c0,0.7820173501092086
225,25,s0,0.6230100595761304
225,25,e1,1.0
225,25,c1,1.0
225,25,s1,1.0
