generation,trial,epoch,propertyType,property
5,1,8,tD,6.881210890831426
5,1,8,tE,4.231810067081824
5,1,8,tA,35.344733890728094
5,1,9,tD,6.704575133277103
5,1,9,tE,4.186160442652181
5,1,9,tA,27.641928422206547
5,1,10,tD,6.612305843736976
5,1,10,tE,4.361498892772943
5,1,10,tA,25.721387206111103
5,1,11,tD,6.731524984526914
5,1,11,tE,3.9429431026801467
5,1,11,tA,24.66179978568107
5,1,12,tD,6.548761804704554
5,1,12,tE,3.619261939660646
5,1,12,tA,23.987933011027053
5,1,13,tD,6.905759936431423
5,1,13,tE,3.7853590010199696
5,1,13,tA,24.40468505618628
5,1,14,tD,6.940102163003758
5,1,14,tE,3.6448474208591506
5,1,14,tA,22.48984304079204
5,1,15,tD,6.9323911001265515
5,1,15,tE,3.5959876630222425
5,1,15,tA,22.86945631194976
5,1,16,tD,6.471601375727914
5,1,16,tE,3.52330534462817
5,1,16,tA,22.48669361829525
5,1,17,tD,6.458270115632331
5,1,17,tE,3.5932461466873065
5,1,17,tA,22.229105671518482
5,1,18,tD,6.7535162709100405
5,1,18,tE,3.662421338201966
5,1,18,tA,23.461018093206803
5,1,19,tD,6.73890370951267
5,1,19,tE,3.728708880546037
5,1,19,tA,20.478983129170956
5,1,20,tD,6.68546306504868
5,1,20,tE,3.5218126029649284
5,1,20,tA,21.48242189658049
6,1,-1,e,0.6032862112352898
6,1,-1,c,0.884832390594291
6,1,-1,s,0.5283203125
6,1,1,tD,24.169993557035923
6,1,1,tE,22.720486752688885
6,1,1,tA,199.0558382421732
6,1,2,tD,13.928999941796064
6,1,2,tE,13.107044663280249
6,1,2,tA,128.3322275876999
6,1,3,tD,9.746083029545844
6,1,3,tE,9.18566737510264
6,1,3,tA,96.18270339723676
6,1,4,tD,6.357061008457094
6,1,4,tE,5.096388769336045
6,1,4,tA,55.72400804143399
6,1,5,tD,4.558071863139048
6,1,5,tE,3.699466912075877
6,1,5,tA,42.754304603207856
6,1,6,tD,3.621729797916487
6,1,6,tE,2.5810030719731003
6,1,6,tA,28.389105948386714
6,1,7,tD,3.3627981424797326
6,1,7,tE,2.1696510962210596
6,1,7,tA,25.83381291659316
6,1,8,tD,3.454697029199451
6,1,8,tE,2.1268884299788624
6,1,8,tA,26.28446764347609
6,1,9,tD,3.243551966152154
6,1,9,tE,1.8805408993503079
6,1,9,tA,25.288082175538875
6,1,10,tD,3.0237819640897214
6,1,10,tE,1.6697448719060048
6,1,10,tA,24.439500279026106
6,1,11,tD,3.3345613803248852
6,1,11,tE,1.7205866436706856
6,1,11,tA,23.540751393302344
6,1,12,tD,2.8488786227535456
6,1,12,tE,2.045856818323955
6,1,12,tA,24.686729335808195
6,1,13,tD,3.178802738664672
6,1,13,tE,2.4357592161977664
6,1,13,tA,27.091166272875853
6,1,14,tD,2.8171730645699427
6,1,14,tE,3.2031128329690546
6,1,14,tA,22.22356589672563
6,1,15,tD,2.812891787762055
6,1,15,tE,3.4590478446916677
6,1,15,tA,14.957920353888767
6,1,16,tD,2.843721328266838
6,1,16,tE,3.6438835242879577
6,1,16,tA,21.910646623844514
6,1,17,tD,2.8192313640611246
6,1,17,tE,3.66828172258829
6,1,17,tA,16.72042285678981
6,1,18,tD,2.700731932065537
6,1,18,tE,3.8237576764950063
6,1,18,tA,17.68170516704049
6,1,19,tD,2.857562762153975
6,1,19,tE,3.664936208020663
6,1,19,tA,19.235692128939263
6,1,20,tD,2.7757942460648337
6,1,20,tE,3.5100739968765993
6,1,20,tA,11.329631188269559
7,1,-1,e,0.7592085461229122
7,1,-1,c,0.8483186493797996
7,1,-1,s,0.4736328125
7,1,1,tD,24.219366684556007
7,1,1,tE,24.042881533503532
7,1,1,tA,200.03760896623135
7,1,2,tD,16.032090313732624
7,1,2,tE,14.22196302935481
7,1,2,tA,137.82453079335392
7,1,3,tD,10.076888955198228
7,1,3,tE,9.419182969257236
7,1,3,tA,88.96093832794577
7,1,4,tD,7.320699925534427
7,1,4,tE,7.2415348291397095
7,1,4,tA,61.16244428185746
7,1,5,tD,5.965665218420327
7,1,5,tE,6.624115544836968
7,1,5,tA,51.144266958581284
7,1,6,tD,5.47709009074606
7,1,6,tE,6.083790902514011
7,1,6,tA,47.44994923658669
7,1,7,tD,4.310304517974146
7,1,7,tE,4.597655149991624
7,1,7,tA,26.928537102532573
7,1,8,tD,4.1966246815864
7,1,8,tE,4.42782958119642
7,1,8,tA,29.476211033092113
7,1,9,tD,4.178108193504158
7,1,9,tE,4.3422725971613545
7,1,9,tA,29.46074300489272
7,1,10,tD,3.860392502596369
7,1,10,tE,4.315554451430216
7,1,10,tA,26.76990643850877
7,1,11,tD,3.8939873631461523
7,1,11,tE,3.560236134508159
7,1,11,tA,19.52605542623496
7,1,12,tD,3.446660316651105
7,1,12,tE,2.728247914565145
7,1,12,tA,8.504329263676482
7,1,13,tD,3.0660644533418235
7,1,13,tE,2.6705787644605152
7,1,13,tA,7.8718443334437325
7,1,14,tD,2.714646966320288
7,1,14,tE,2.5332862180948723
7,1,14,tA,5.816345904509944
7,1,15,tD,2.5872032415645663
7,1,15,tE,2.375157341361046
7,1,15,tA,2.8348456966123194
7,1,16,tD,2.559361324638303
7,1,16,tE,2.3336963812762406
7,1,16,tA,2.1070996082780766
7,1,17,tD,2.4711208186745353
7,1,17,tE,2.2117484227055684
7,1,17,tA,1.6340342055609653
7,1,18,tD,2.472801157491631
7,1,18,tE,2.2609755759476684
7,1,18,tA,1.2769780217295192
7,1,19,tD,2.3307636143545096
7,1,19,tE,2.2153943036246346
7,1,19,tA,1.1175329310372035
7,1,20,tD,2.374330885922973
7,1,20,tE,2.137735871001496
7,1,20,tA,1.354831600399848
8,1,-1,e,0.9733550440381911
8,1,-1,c,1.0
8,1,-1,s,0.7412109375
8,1,1,tD,24.616174638271332
8,1,1,tE,23.46604724228382
8,1,1,tA,204.14879512786865
8,1,2,tD,14.622328294441104
8,1,2,tE,13.78163943439722
8,1,2,tA,141.20573857426643
8,1,3,tD,9.429107125848532
8,1,3,tE,8.682804813608527
8,1,3,tA,96.2698638997972
8,1,4,tD,6.001990754855797
8,1,4,tE,6.107362428680062
8,1,4,tA,65.64347823010758
8,1,5,tD,3.366780844749883
8,1,5,tE,4.250766042154282
8,1,5,tA,44.432737508323044
8,1,6,tD,2.722870199882891
8,1,6,tE,3.0078866737894714
8,1,6,tA,33.254299628548324
8,1,7,tD,1.3392763750161976
8,1,7,tE,1.8032955727539957
8,1,7,tA,11.630634999717586
8,1,8,tD,1.0483083199651446
8,1,8,tE,1.4195730455685407
8,1,8,tA,6.146207492885878
8,1,9,tD,0.8583668059727643
8,1,9,tE,1.3010080661042593
8,1,9,tA,4.531900987029076
8,1,10,tD,0.8237172541412292
8,1,10,tE,1.1710903147177305
8,1,10,tA,3.0773596378130605
8,1,11,tD,0.7103939518419793
8,1,11,tE,0.9659778516506776
8,1,11,tA,1.8775677681624074
8,1,12,tD,0.651987223274773
8,1,12,tE,0.9050405599991791
8,1,12,tA,1.5684388442605268
8,1,13,tD,0.657472332692123
8,1,13,tE,0.8678242016467266
8,1,13,tA,1.9034404735139105
8,1,14,tD,0.6193701482698089
8,1,14,tE,0.87939995364286
8,1,14,tA,1.234030268213246
8,1,15,tD,0.6149775071098702
8,1,15,tE,0.8096916102222167
8,1,15,tA,1.1262193752700114
8,1,16,tD,0.5714352872382733
8,1,16,tE,0.7835401176125742
8,1,16,tA,0.9358371605703724
8,1,17,tD,0.5695507041855308
8,1,17,tE,0.7716214677784592
8,1,17,tA,1.1203884213318815
8,1,18,tD,0.5640634684859833
8,1,18,tE,0.7900170277571306
8,1,18,tA,1.5490622743745917
8,1,19,tD,0.7089778349909466
8,1,19,tE,1.6067124850233085
8,1,19,tA,8.11808546922839
8,1,20,tD,1.1048594443927868
8,1,20,tE,1.9078374996897765
8,1,20,tA,14.248099620872381
9,1,-1,e,0.9427626871931513
9,1,-1,c,0.9496758116150832
9,1,-1,s,0.9169921875
9,1,1,tD,23.958220675587654
9,1,1,tE,22.764451265335083
9,1,1,tA,196.72660628706217
9,1,2,tD,13.629316033795476
9,1,2,tE,12.614209549501538
9,1,2,tA,127.04674695245922
9,1,3,tD,9.687004291452467
9,1,3,tE,8.418582493439317
9,1,3,tA,96.43341530207545
9,1,4,tD,6.162551412126049
9,1,4,tE,6.108446151018143
9,1,4,tA,71.74084460316226
9,1,5,tD,4.454162518726662
9,1,5,tE,5.143405525246635
9,1,5,tA,59.32802873244509
9,1,6,tD,2.138597606215626
9,1,6,tE,2.8946055446285754
9,1,6,tA,26.336967954877764
9,1,7,tD,1.5247004898265004
9,1,7,tE,2.134227317175828
9,1,7,tA,13.168415574124083
9,1,8,tD,1.177652420999948
9,1,8,tE,1.548223728314042
9,1,8,tA,4.6117226129281335
9,1,9,tD,0.9986014582973439
9,1,9,tE,1.336896539432928
9,1,9,tA,3.0349400243139826
9,1,10,tD,0.8911467073194217
9,1,10,tE,1.1341806027921848
9,1,10,tA,2.204195524318493
9,1,11,tD,0.8264126279973425
9,1,11,tE,1.180438985582441
9,1,11,tA,1.752633810217958
9,1,12,tD,0.8032652284600772
9,1,12,tE,1.0335133093758486
9,1,12,tA,1.652280415961286
9,1,13,tD,0.7560983864532318
9,1,13,tE,0.9954907280625775
9,1,13,tA,1.2954420493770158
9,1,14,tD,0.7788074790296378
9,1,14,tE,0.9478877090732567
9,1,14,tA,1.310474423429696
9,1,15,tD,0.7360684953455348
9,1,15,tE,0.9185322187258862
9,1,15,tA,1.1556256241165102
9,1,16,tD,0.7277014919891371
9,1,16,tE,0.907657272007782
9,1,16,tA,0.9594894687324995
9,1,17,tD,0.6867106230056379
9,1,17,tE,0.8771505332551897
9,1,17,tA,0.9942072464400553
9,1,18,tD,0.7163870607037097
9,1,18,tE,0.9542634074168745
9,1,18,tA,1.4645814383256948
9,1,19,tD,0.698511844719178
9,1,19,tE,0.8723268255125731
9,1,19,tA,0.8210367671927088
9,1,20,tD,0.655350161032402
9,1,20,tE,0.8392924261861481
9,1,20,tA,0.7178642629442038
10,1,-1,e,1.0
10,1,-1,c,1.0
10,1,-1,s,0.943359375
10,1,1,tD,24.069486118853092
10,1,1,tE,23.68229339271784
10,1,1,tA,203.94244138896465
10,1,2,tD,14.395773077383637
10,1,2,tE,12.268665753304958
10,1,2,tA,133.88059295900166
10,1,3,tD,6.229054677998647
10,1,3,tE,6.0829994939267635
10,1,3,tA,64.56989034335129
10,1,4,tD,4.433112567756325
10,1,4,tE,3.995976783335209
10,1,4,tA,47.282740317168646
10,1,5,tD,2.546539604663849
10,1,5,tE,3.228172447066754
10,1,5,tA,36.533330335165374
10,1,6,tD,1.371269291266799
10,1,6,tE,2.246799307875335
10,1,6,tA,21.574904832523316
10,1,7,tD,0.6598983225412667
10,1,7,tE,1.0667697441531345
10,1,7,tA,8.257256829121616
10,1,8,tD,0.4554290057858452
10,1,8,tE,0.869898194912821
10,1,8,tA,4.983758260786999
10,1,9,tD,0.33262102835578844
10,1,9,tE,0.8156126738758758
10,1,9,tA,4.00797329415218
10,1,10,tD,0.28297225246205926
10,1,10,tE,0.8143641553469934
10,1,10,tA,3.533068676406401
10,1,11,tD,0.2054217237746343
10,1,11,tE,0.5257730706362054
10,1,11,tA,1.7075059617345687
10,1,12,tD,0.16385002109745983
10,1,12,tE,0.4845225381432101
10,1,12,tA,1.650965199820348
10,1,13,tD,0.1568899140038411
10,1,13,tE,0.40517365076811984
10,1,13,tA,1.1318672651759698
10,1,14,tD,0.12318403099197894
10,1,14,tE,0.34365959314163774
10,1,14,tA,0.9863993832841516
10,1,15,tD,0.11661176259804051
10,1,15,tE,0.3128080404130742
10,1,15,tA,0.853351827354345
10,1,16,tD,0.10415442262456054
10,1,16,tE,0.29274093167623505
10,1,16,tA,0.7441992959575146
10,1,17,tD,0.09541739323321963
10,1,17,tE,0.2721777953556739
10,1,17,tA,0.6828879385066102
10,1,18,tD,0.08846428194374312
10,1,18,tE,0.25576419627759606
10,1,18,tA,0.6364332860393915
10,1,19,tD,0.08332936036458705
10,1,19,tE,0.2459772985894233
10,1,19,tA,0.6371928661028505
10,1,20,tD,0.07588430294708814
10,1,20,tE,0.23062060624943115
10,1,20,tA,0.533966901468375
11,1,-1,e,0.9990131497791923
11,1,-1,c,1.0
11,1,-1,s,0.9990234375
11,1,1,tD,24.014732405543327
11,1,1,tE,24.272280767560005
11,1,1,tA,203.92842457443476
11,1,2,tD,14.827575720846653
11,1,2,tE,13.796533823013306
11,1,2,tA,128.32243655249476
11,1,3,tD,8.458624815568328
11,1,3,tE,7.697424228303134
11,1,3,tA,75.84336793748662
11,1,4,tD,5.562074212357402
11,1,4,tE,5.654368465300649
11,1,4,tA,47.0386599120684
11,1,5,tD,3.4405028672190383
11,1,5,tE,3.527941734297201
11,1,5,tA,37.54681606509257
11,1,6,tD,1.1557869106181897
11,1,6,tE,1.3211119200568646
11,1,6,tA,9.616494740359485
11,1,7,tD,0.5132890019740444
11,1,7,tE,0.7463944149203598
11,1,7,tA,3.1837521850538906
11,1,8,tD,0.3204955271212384
11,1,8,tE,0.7020545429550111
11,1,8,tA,2.419586531657842
11,1,9,tD,0.2518984937632922
11,1,9,tE,0.5093984572449699
11,1,9,tA,1.6727072016365128
11,1,10,tD,0.19012721530452836
11,1,10,tE,0.44189548352733254
11,1,10,tA,1.2782416843401734
11,1,11,tD,0.1598189338692464
11,1,11,tE,0.39283399004489183
11,1,11,tA,1.0991137475939468
11,1,12,tD,0.1345338633400388
11,1,12,tE,0.361616053734906
11,1,12,tA,1.0017549391996
11,1,13,tD,0.12468038245424395
11,1,13,tE,0.3301303768530488
11,1,13,tA,0.7715603370161261
11,1,14,tD,0.10681658807152417
11,1,14,tE,0.30068154021864757
11,1,14,tA,0.7410116808168823
11,1,15,tD,0.10256783149088733
11,1,15,tE,0.2832512677414343
11,1,15,tA,0.6919120517632109
11,1,16,tD,0.09440312790684402
11,1,16,tE,0.2626089168479666
11,1,16,tA,0.6264567697544408
11,1,17,tD,0.08655597794859204
11,1,17,tE,0.24914755608187988
11,1,17,tA,0.6088383189198794
11,1,18,tD,0.08043683844880434
11,1,18,tE,0.23596593621186912
11,1,18,tA,0.522159974596434
11,1,19,tD,0.07294680058839731
11,1,19,tE,0.22302867961116135
11,1,19,tA,0.4877112829744874
11,1,20,tD,0.06878426030016271
11,1,20,tE,0.20917337312130257
11,1,20,tA,0.43360790510269
12,1,-1,e,1.0
12,1,-1,c,1.0
12,1,-1,s,0.9990234375
12,1,1,tD,23.77716937661171
12,1,1,tE,22.011382542550564
12,1,1,tA,196.31908778846264
12,1,2,tD,14.94225621316582
12,1,2,tE,12.822397515177727
12,1,2,tA,132.73910737782717
12,1,3,tD,8.132086362689734
12,1,3,tE,7.6586375162005424
12,1,3,tA,79.62203239719383
12,1,4,tD,4.877916592406109
12,1,4,tE,4.993632549419999
12,1,4,tA,51.06106449989602
12,1,5,tD,2.706575647520367
12,1,5,tE,3.3485711987596005
12,1,5,tA,33.36528144875774
12,1,6,tD,0.9782979455194436
12,1,6,tE,1.7126826794119552
12,1,6,tA,12.33563020802103
12,1,7,tD,0.4044936948339455
12,1,7,tE,0.958256016485393
12,1,7,tA,3.929201062739594
12,1,8,tD,0.2761263323482126
12,1,8,tE,1.4511806053342298
12,1,8,tA,6.634847278386587
12,1,9,tD,0.18642983365862165
12,1,9,tE,0.5580723362509161
12,1,9,tA,1.3172367406950798
12,1,10,tD,0.1357566522929119
12,1,10,tE,0.5877308322815225
12,1,10,tA,1.3851331884216052
12,1,11,tD,0.10884704439376947
12,1,11,tE,0.3866215232410468
12,1,11,tA,0.6898535235086456
12,1,12,tD,0.0902968501613941
12,1,12,tE,0.32715885614743456
12,1,12,tA,0.5928320044913562
12,1,13,tD,0.07520876255875919
12,1,13,tE,0.28927603404736146
12,1,13,tA,0.5108897444515605
12,1,14,tD,0.06687859688099707
12,1,14,tE,0.2686013603815809
12,1,14,tA,0.46291962340910686
12,1,15,tD,0.05727876252058195
12,1,15,tE,0.2476010014070198
12,1,15,tA,0.4165384655352682
12,1,16,tD,0.05232070108468179
12,1,16,tE,0.22655725342337973
12,1,16,tA,0.38164889353356557
12,1,17,tD,0.04710023717780132
12,1,17,tE,0.21220477504539303
12,1,17,tA,0.3328524061362259
12,1,18,tD,0.044080692750867456
12,1,18,tE,0.20096389547688887
12,1,18,tA,0.32783362062764354
12,1,19,tD,0.039489745533501264
12,1,19,tE,0.19162968444288708
12,1,19,tA,0.28383952749572927
12,1,20,tD,0.03622960349457571
12,1,20,tE,0.18183839847915806
12,1,20,tA,0.26438226451864466
13,1,-1,e,1.0
13,1,-1,c,1.0
13,1,-1,s,1.0
13,1,1,tD,24.56149096786976
13,1,1,tE,23.333597667515278
13,1,1,tA,202.10235726833344
13,1,2,tD,14.885225977748632
13,1,2,tE,13.167254341766238
13,1,2,tA,132.2662899401039
13,1,3,tD,9.154043757356703
13,1,3,tE,7.870451603084803
13,1,3,tA,84.7503764256835
13,1,4,tD,5.21004029456526
13,1,4,tE,5.078805955126882
13,1,4,tA,53.982540243072435
13,1,5,tD,3.5422355699702166
13,1,5,tE,3.3763992208987474
13,1,5,tA,43.56002189218998
13,1,6,tD,1.9010641243075952
13,1,6,tE,2.582538157934323
13,1,6,tA,32.33415892574703
13,1,7,tD,1.8833999275229871
13,1,7,tE,2.022827532608062
13,1,7,tA,31.5246012226562
13,1,8,tD,0.8312067509978078
13,1,8,tE,1.129247761622537
13,1,8,tA,11.113709344121162
13,1,9,tD,0.5408953355217818
13,1,9,tE,0.7493206128128804
13,1,9,tA,6.004764387354953
13,1,10,tD,0.38952273430186324
13,1,10,tE,0.585497545049293
13,1,10,tA,4.608554301055847
13,1,11,tD,0.25279160667560063
13,1,11,tE,0.40258051361888647
13,1,11,tA,2.5908892352163093
13,1,12,tD,0.1954360177187482
13,1,12,tE,0.30788493805448525
13,1,12,tA,1.3785776206059381
13,1,13,tD,0.16480418878199998
13,1,13,tE,0.2562895516457502
13,1,13,tA,1.1193552150798496
13,1,14,tD,0.149792310767225
13,1,14,tE,0.2278391597501468
13,1,14,tA,1.0212119814095786
13,1,15,tD,0.13154889730503783
13,1,15,tE,0.21730849682353437
13,1,15,tA,0.9266224454186158
13,1,16,tD,0.12267853108642157
13,1,16,tE,0.2013945069629699
13,1,16,tA,0.7837810349810752
