generation,trial,epoch,propertyType,property
7,4,19,tE,3.4326805523596704
7,4,19,tA,23.35732723592082
7,4,20,tD,6.348533680808032
7,4,20,tE,3.326826058793813
7,4,20,tA,23.437217580663855
8,4,-1,e,0.47598253275109165
8,4,-1,c,0.7485068033788042
8,4,-1,s,0.5302734375
8,4,1,tD,25.112905517220497
8,4,1,tE,21.692013069987297
8,4,1,tA,201.902081489563
8,4,2,tD,16.288647562265396
8,4,2,tE,13.477156834676862
8,4,2,tA,143.1884996648878
8,4,3,tD,13.428759272675961
8,4,3,tE,10.200412889942527
8,4,3,tA,104.0202009305358
8,4,4,tD,9.377390905749053
8,4,4,tE,7.324604750610888
8,4,4,tA,79.27772872988135
8,4,5,tD,7.781840453390032
8,4,5,tE,5.252384907566011
8,4,5,tA,55.23326622880995
8,4,6,tD,6.84959588944912
8,4,6,tE,4.390901379287243
8,4,6,tA,44.56641473737545
8,4,7,tD,6.853328723227605
8,4,7,tE,3.9179198374040425
8,4,7,tA,46.534160390961915
8,4,8,tD,6.867639618460089
8,4,8,tE,4.016970047494397
8,4,8,tA,43.14066549076233
8,4,9,tD,6.380638901144266
8,4,9,tE,3.5054689173121005
8,4,9,tA,42.78861897753086
8,4,10,tD,6.148731579538435
8,4,10,tE,3.282498424872756
8,4,10,tA,36.83457670151256
8,4,11,tD,6.000796779990196
8,4,11,tE,3.4714528061449528
8,4,11,tA,30.214149776962586
8,4,12,tD,5.905540929641575
8,4,12,tE,3.0654595451196656
8,4,12,tA,26.78037457028404
8,4,13,tD,5.447807867312804
8,4,13,tE,2.8066600568126887
8,4,13,tA,28.333573438285384
8,4,14,tD,5.2428171064238995
8,4,14,tE,2.680433233268559
8,4,14,tA,26.292325026064645
8,4,15,tD,5.268713877419941
8,4,15,tE,2.905959744937718
8,4,15,tA,27.442339089000598
8,4,16,tD,4.969538097735494
8,4,16,tE,2.426437445683405
8,4,16,tA,24.059636428544763
8,4,17,tD,5.128926341421902
8,4,17,tE,2.368125473149121
8,4,17,tA,24.05529351104633
8,4,18,tD,5.4868776922812685
8,4,18,tE,2.824040753650479
8,4,18,tA,26.81036324618617
8,4,19,tD,5.549727822421119
8,4,19,tE,2.3593451136839576
8,4,19,tA,24.307758133407333
8,4,20,tD,5.363090339349583
8,4,20,tE,2.4221809033770114
8,4,20,tA,23.28751976726926
9,4,-1,e,0.48881158562159227
9,4,-1,c,0.7697557680642638
9,4,-1,s,0.7197265625
9,4,1,tD,24.529097005724907
9,4,1,tE,22.388100542128086
9,4,1,tA,203.2601303756237
9,4,2,tD,17.18932885490358
9,4,2,tE,13.034443523734808
9,4,2,tA,148.20898477360606
9,4,3,tD,10.477230286225677
9,4,3,tE,7.499031333252788
9,4,3,tA,89.23877577204257
9,4,4,tD,7.099146094173193
9,4,4,tE,5.843324946239591
9,4,4,tA,65.13661732384935
9,4,5,tD,5.677228627260774
9,4,5,tE,4.243118279147893
9,4,5,tA,56.72496186429635
9,4,6,tD,4.836896565742791
9,4,6,tE,3.9475451592588797
9,4,6,tA,51.27911456592847
9,4,7,tD,4.261165699688718
9,4,7,tE,2.6292216447182
9,4,7,tA,33.155163132119924
9,4,8,tD,4.282472060760483
9,4,8,tE,2.3898202024865896
9,4,8,tA,29.67245209007524
9,4,9,tD,4.055637521436438
9,4,9,tE,2.304250869899988
9,4,9,tA,29.50772407813929
9,4,10,tD,4.352480780449696
9,4,10,tE,2.128287267172709
9,4,10,tA,28.877476082299836
9,4,11,tD,4.277788432547823
9,4,11,tE,2.4339723114389926
9,4,11,tA,27.90928403113503
9,4,12,tD,3.7193958916468546
9,4,12,tE,2.187166658928618
9,4,12,tA,27.18371725108591
9,4,13,tD,3.9640671828528866
9,4,13,tE,1.9700946360535454
9,4,13,tA,23.241230952640763
9,4,14,tD,3.748281734646298
9,4,14,tE,1.9869182339607505
9,4,14,tA,24.8852571551688
9,4,15,tD,3.7131306221999694
9,4,15,tE,1.9840854749199934
9,4,15,tA,24.446146904752823
9,4,16,tD,4.06548193260096
9,4,16,tE,2.1434781230345834
9,4,16,tA,27.078904881811468
9,4,17,tD,3.6769151257758494
9,4,17,tE,1.5860621609317604
9,4,17,tA,22.317449910508003
9,4,18,tD,3.91786659299396
9,4,18,tE,1.8327280011726543
9,4,18,tA,24.078174133232096
9,4,19,tD,3.88686922355555
9,4,19,tE,2.100207979179686
9,4,19,tA,24.5060601659643
9,4,20,tD,3.984002211189363
9,4,20,tE,2.264952866185922
9,4,20,tA,30.426378195021243
10,4,-1,e,0.5115091407001703
10,4,-1,c,0.7921058010706327
10,4,-1,s,0.7080078125
10,4,1,tD,24.309457629919052
10,4,1,tE,22.381669476628304
10,4,1,tA,202.622548148036
10,4,2,tD,16.014959398657084
10,4,2,tE,11.948396254330873
10,4,2,tA,133.08617740496993
10,4,3,tD,10.456625011749566
10,4,3,tE,8.344453295692801
10,4,3,tA,89.89436628855765
10,4,4,tD,7.872083759866655
10,4,4,tE,5.806053048931062
10,4,4,tA,69.0801687487401
10,4,5,tD,5.738439449225552
10,4,5,tE,3.6986954668536782
10,4,5,tA,44.89461873198161
10,4,6,tD,5.959810605272651
10,4,6,tE,3.8672910244204104
10,4,6,tA,44.55115502735134
10,4,7,tD,5.421710152179003
10,4,7,tE,3.0593733561690897
10,4,7,tA,35.03535021771677
10,4,8,tD,4.636258296202868
10,4,8,tE,3.502770787803456
10,4,8,tA,30.04745586455101
10,4,9,tD,4.564244801178575
10,4,9,tE,2.7830282053910196
10,4,9,tA,26.379926321737003
10,4,10,tD,4.259223958593793
10,4,10,tE,2.909998949384317
10,4,10,tA,25.286991534521803
10,4,11,tD,4.287509777961532
10,4,11,tE,3.234564469952602
10,4,11,tA,29.547394409863045
10,4,12,tD,4.166748045943677
10,4,12,tE,2.7979639989789575
10,4,12,tA,28.57831879312289
10,4,13,tD,4.419909858319443
10,4,13,tE,2.365304544218816
10,4,13,tA,26.03867811296368
10,4,14,tD,4.325575688271783
10,4,14,tE,2.686918093590066
10,4,14,tA,24.54350682963559
10,4,15,tD,4.572632568248082
10,4,15,tE,2.175184673484182
10,4,15,tA,25.142430393680115
10,4,16,tD,4.572639547550352
10,4,16,tE,2.672437769244425
10,4,16,tA,27.598933643253986
10,4,17,tD,4.590663303795736
10,4,17,tE,2.7463276784983464
10,4,17,tA,31.256148910470074
10,4,18,tD,4.153234031633474
10,4,18,tE,3.1743264010729035
10,4,18,tA,28.716866095681326
10,4,19,tD,4.800956291495822
10,4,19,tE,2.0554268042906187
10,4,19,tA,24.014578549948055
10,4,20,tD,4.431797020719387
10,4,20,tE,2.5437608958454803
10,4,20,tA,24.538465285411803
11,4,-1,e,0.5509831495324797
11,4,-1,c,0.8212202527758853
11,4,-1,s,0.603515625
11,4,1,tD,24.998363077640533
11,4,1,tE,23.503597781062126
11,4,1,tA,205.04646295309067
11,4,2,tD,18.944845527410507
11,4,2,tE,14.912764828652143
11,4,2,tA,161.1683485880494
11,4,3,tD,10.624201617203653
11,4,3,tE,8.602161739952862
11,4,3,tA,90.73065773677081
11,4,4,tD,7.787523526698351
11,4,4,tE,6.4441475216299295
11,4,4,tA,58.65452053677291
11,4,5,tD,5.168001856189221
11,4,5,tE,3.9400156172923744
11,4,5,tA,35.15948498528451
11,4,6,tD,4.660782143007964
11,4,6,tE,3.2383597255684435
11,4,6,tA,28.13961614225991
11,4,7,tD,4.332896007341333
11,4,7,tE,3.1736448367591947
11,4,7,tA,25.544886743475217
11,4,8,tD,4.209270580904558
11,4,8,tE,3.0932815740816295
11,4,8,tA,28.28013034455944
11,4,9,tD,3.8153876814758405
11,4,9,tE,2.825914626941085
11,4,9,tA,25.847172667447012
11,4,10,tD,4.2596131530590355
11,4,10,tE,2.93515568197472
11,4,10,tA,26.962420557276346
11,4,11,tD,3.9034455055370927
11,4,11,tE,2.8298435939941555
11,4,11,tA,23.639526847953675
11,4,12,tD,4.324587317649275
11,4,12,tE,2.7175716273486614
11,4,12,tA,25.19572916193283
11,4,13,tD,3.8774535126867704
11,4,13,tE,2.557725234190002
11,4,13,tA,24.516840527328895
11,4,14,tD,3.7845612938981503
11,4,14,tE,2.471032056841068
11,4,14,tA,25.06875391473295
11,4,15,tD,3.8352564052911475
11,4,15,tE,2.4828890644712374
11,4,15,tA,24.57524365656718
11,4,16,tD,3.8470691328984685
11,4,16,tE,2.4781042501563206
11,4,16,tA,25.406711142029963
11,4,17,tD,3.9000041860854253
11,4,17,tE,2.3852070490829647
11,4,17,tA,25.04868560793693
11,4,18,tD,4.196640902780928
11,4,18,tE,2.1381719537603203
11,4,18,tA,23.01200088430778
11,4,19,tD,4.00935602618847
11,4,19,tE,2.211904956260696
11,4,19,tA,23.862035589132574
11,4,20,tD,3.661891047260724
11,4,20,tE,2.2741825674893335
11,4,20,tA,23.40448975021718
12,4,-1,e,0.5776281054942887
12,4,-1,c,0.8837158820243779
12,4,-1,s,0.734375
12,4,1,tD,23.89307377487421
12,4,1,tE,22.566932559013367
12,4,1,tA,199.42906783521175
12,4,2,tD,15.919285183772445
12,4,2,tE,13.261753510683775
12,4,2,tA,134.2970553636551
12,4,3,tD,11.50367422401905
12,4,3,tE,8.630067382007837
12,4,3,tA,93.58340884000063
12,4,4,tD,7.666044114623219
12,4,4,tE,5.707223588600755
12,4,4,tA,62.050155476201326
12,4,5,tD,5.649363670498133
12,4,5,tE,3.3418664154596627
12,4,5,tA,45.8826957475394
12,4,6,tD,4.102076681796461
12,4,6,tE,2.7754608266986907
12,4,6,tA,31.083976763067767
12,4,7,tD,3.8280475520296022
12,4,7,tE,2.3433668275829405
12,4,7,tA,25.423586123040877
12,4,8,tD,3.5598233558703214
12,4,8,tE,2.0654385762754828
12,4,8,tA,23.809279910085024
12,4,9,tD,3.676285882596858
12,4,9,tE,2.1638928132597357
12,4,9,tA,24.81945827382151
12,4,10,tD,3.6761286647524685
12,4,10,tE,2.229825652902946
12,4,10,tA,25.081883665465284
12,4,11,tD,3.433837970602326
12,4,11,tE,1.9259266868466511
12,4,11,tA,23.508924858819228
12,4,12,tD,3.7044067595270462
12,4,12,tE,2.059709965251386
12,4,12,tA,24.601257598784287
12,4,13,tD,3.9133006623305846
12,4,13,tE,1.707594166859053
12,4,13,tA,22.587398930685595
12,4,14,tD,3.853541847318411
12,4,14,tE,1.911170631996356
12,4,14,tA,23.985512366110925
12,4,15,tD,3.2741021475812886
12,4,15,tE,1.77105532749556
12,4,15,tA,22.769093578419415
12,4,16,tD,3.616657978913281
12,4,16,tE,1.8849775011185557
12,4,16,tA,24.07129318767693
12,4,17,tD,4.126379870082019
12,4,17,tE,1.7718962173676118
12,4,17,tA,23.4075653780601
12,4,18,tD,3.5418795853620395
12,4,18,tE,1.6563833315158263
12,4,18,tA,23.562747530435445
12,4,19,tD,3.6861853201698978
12,4,19,tE,1.5576060157618485
12,4,19,tA,23.33964183247008
12,4,20,tD,3.534956644885824
12,4,20,tE,1.550379669526592
12,4,20,tA,23.009139697242063
13,4,-1,e,0.5598648015197494
13,4,-1,c,0.8654448021498448
13,4,-1,s,0.8515625
13,4,1,tD,24.435703668743372
13,4,1,tE,21.66917934268713
13,4,1,tA,196.68054448068142
13,4,2,tD,15.447380390018225
13,4,2,tE,13.130146771669388
13,4,2,tA,126.8542052730918
13,4,3,tD,10.797761777415872
13,4,3,tE,8.162186153233051
13,4,3,tA,94.82750702742487
13,4,4,tD,8.263240174856037
13,4,4,tE,6.370674520730972
13,4,4,tA,75.25777509389445
13,4,5,tD,7.248381769750267
13,4,5,tE,5.138601077254862
13,4,5,tA,67.80984640051611
13,4,6,tD,5.701231493381783
13,4,6,tE,3.4277215129695833
13,4,6,tA,44.67768711131066
13,4,7,tD,4.954523966647685
13,4,7,tE,3.2383796784561127
13,4,7,tA,29.953908019990195
13,4,8,tD,4.210419997340068
13,4,8,tE,2.8344677567947656
13,4,8,tA,25.52913280087523
13,4,9,tD,4.360499514266849
13,4,9,tE,2.570071551948786
13,4,9,tA,25.55269386037253
13,4,10,tD,4.305392119684257
13,4,10,tE,2.3234720503678545
13,4,10,tA,24.53201117104618
13,4,11,tD,4.41116321797017
13,4,11,tE,2.365272102993913
13,4,11,tA,25.92286139621865
13,4,12,tD,4.19362795620691
13,4,12,tE,2.30991853273008
13,4,12,tA,24.65899271366652
13,4,13,tD,4.027997651486658
13,4,13,tE,2.0259331058477983
13,4,13,tA,24.84650122266612
13,4,14,tD,3.900278042885475
13,4,14,tE,1.9217607087339275
13,4,14,tA,25.497279907605844
13,4,15,tD,4.019616791745648
13,4,15,tE,2.528012524533551
13,4,15,tA,25.974948416813277
13,4,16,tD,4.018679045897443
13,4,16,tE,2.0067042170558125
13,4,16,tA,24.84329741683905
13,4,17,tD,3.8243214852409437
13,4,17,tE,1.8966510559548624
13,4,17,tA,25.415298053412698
13,4,18,tD,4.130231177085079
13,4,18,tE,1.9507695643696934
13,4,18,tA,23.26507597838645
13,4,19,tD,3.737247637065593
13,4,19,tE,1.7004133231239393
13,4,19,tA,23.81778215191298
13,4,20,tD,3.873467218945734
13,4,20,tE,1.6609566100814845
13,4,20,tA,22.541476361249806
14,4,-1,e,0.5934177090272124
14,4,-1,c,0.8785282720976364
14,4,-1,s,0.818359375
14,4,1,tD,24.535162091255188
14,4,1,tE,21.871236003935337
14,4,1,tA,203.3793157786131
14,4,2,tD,16.391598034650087
14,4,2,tE,13.44858692958951
14,4,2,tA,142.6644767448306
14,4,3,tD,10.167025595903397
14,4,3,tE,7.037321938201785
14,4,3,tA,98.27078724745661
14,4,4,tD,8.292370378039777
14,4,4,tE,5.071528239641339
14,4,4,tA,71.54555415082723
14,4,5,tD,6.295366893988103
14,4,5,tE,3.6661800942383707
14,4,5,tA,47.25151455006562
14,4,6,tD,5.36572170490399
14,4,6,tE,3.43449700018391
14,4,6,tA,39.818795803235844
14,4,7,tD,4.8212059296201915
14,4,7,tE,3.009735126979649
14,4,7,tA,28.418594516348094
14,4,8,tD,5.102035505580716
14,4,8,tE,2.7417687515262514
14,4,8,tA,24.80784560716711
14,4,9,tD,4.7552986884256825
14,4,9,tE,2.7216428505489603
14,4,9,tA,23.96653625369072
14,4,10,tD,4.606113479123451
14,4,10,tE,2.882316420902498
14,4,10,tA,26.638150600832887
14,4,11,tD,4.087729957303964
14,4,11,tE,2.5601142664672807
14,4,11,tA,23.943028715904802
14,4,12,tD,4.53323632129468
14,4,12,tE,2.4157674974994734
14,4,12,tA,24.634198916028254
14,4,13,tD,3.9212100422009826
14,4,13,tE,2.4340493181953207
14,4,13,tA,23.702233563992195
14,4,14,tD,4.070669773034751
14,4,14,tE,2.2755286244209856
14,4,14,tA,24.887729137088172
14,4,15,tD,4.142780732770916
14,4,15,tE,2.1262312564067543
14,4,15,tA,24.43349660257809
14,4,16,tD,3.947476224973798
14,4,16,tE,2.172386203194037
14,4,16,tA,23.128097079810686
14,4,17,tD,3.7205707522807643
14,4,17,tE,2.0344787342473865
14,4,17,tA,23.950827914115507
14,4,18,tD,3.9293185272836126
14,4,18,tE,1.9260839379858226
14,4,18,tA,23.53961821697885
14,4,19,tD,3.742634680995252
14,4,19,tE,2.0936290999525227
14,4,19,tA,22.904097336169798
14,4,20,tD,3.913345325534465
14,4,20,tE,2.0044279583962634
14,4,20,tA,23.977695034467615
15,4,-1,e,0.5569042508573262
15,4,-1,c,0.8759258724965968
15,4,-1,s,0.7841796875
15,4,1,tD,24.865344643592834
15,4,1,tE,23.61297069489956
15,4,1,tA,200.68798005580902
15,4,2,tD,15.706530163064599
15,4,2,tE,12.714658742770553
15,4,2,tA,130.82721093669534
15,4,3,tD,9.223147949203849
15,4,3,tE,7.838126456364989
15,4,3,tA,78.89114924240857
15,4,4,tD,5.821735993493348
15,4,4,tE,4.864767901133746
15,4,4,tA,49.75315131014213
15,4,5,tD,5.839724347693846
15,4,5,tE,4.230391665361822
15,4,5,tA,47.01023836969398
15,4,6,tD,5.33798339497298
15,4,6,tE,3.3359344927594066
15,4,6,tA,39.756895791506395
15,4,7,tD,4.244455292937346
15,4,7,tE,2.4684036739636213
15,4,7,tA,28.193743859999813
15,4,8,tD,3.832163031678647
15,4,8,tE,1.9223429716657847
15,4,8,tA,25.675891556136776
15,4,9,tD,3.6031888821162283
15,4,9,tE,1.7601998725440353
15,4,9,tA,25.123478922992945
15,4,10,tD,3.0866628617513925
15,4,10,tE,1.6714600222185254
15,4,10,tA,24.085779170389287
15,4,11,tD,3.261763789691031
15,4,11,tE,1.5033949355129153
15,4,11,tA,22.60656298941467
15,4,12,tD,3.495484602637589
15,4,12,tE,1.3980436063138768
15,4,12,tA,22.87239811080508
15,4,13,tD,3.087613361305557
15,4,13,tE,1.768762847641483
15,4,13,tA,24.96634028648259
15,4,14,tD,3.2360119227087125
15,4,14,tE,1.1179213647847064
15,4,14,tA,22.939201345376205
15,4,15,tD,3.3426867244415917
15,4,15,tE,1.2070242442423478
15,4,15,tA,22.707863360876217
15,4,16,tD,3.2313397324760444
15,4,16,tE,1.3118198075098917
15,4,16,tA,24.76448548884946
15,4,17,tD,3.4334043310955167
15,4,17,tE,1.4249657809268683
15,4,17,tA,22.663070488837548
15,4,18,tD,3.346914916357491
15,4,18,tE,1.4459517612122
15,4,18,tA,24.394517908251146
15,4,19,tD,3.016513457056135
15,4,19,tE,1.10073477239348
15,4,19,tA,21.382283177837962
15,4,20,tD,2.9802337845321745
15,4,20,tE,1.1770542850135826
15,4,20,tA,21.577841017046012
16,4,-1,e,0.5697333037278267
16,4,-1,c,0.867768806165353
16,4,-1,s,0.76953125
16,4,1,tD,24.301162466406822
16,4,1,tE,22.470306061208248
16,4,1,tA,201.6830997467041
16,4,2,tD,16.213023399934173
16,4,2,tE,13.433066230267286
16,4,2,tA,141.42299628816545
16,4,3,tD,9.250877584330738
16,4,3,tE,7.012276574037969
16,4,3,tA,90.22020265832543
16,4,4,tD,6.5350955203175545
16,4,4,tE,5.2324319165199995
16,4,4,tA,61.6330497818999
16,4,5,tD,5.238126338226721
16,4,5,tE,4.091849968302995
16,4,5,tA,47.139077185536735
16,4,6,tD,4.5038182944990695
16,4,6,tE,3.6498045560438186
16,4,6,tA,42.89617450395599
16,4,7,tD,4.046862428076565
16,4,7,tE,2.542417650693096
16,4,7,tA,28.376187325338833
16,4,8,tD,4.0820736408932135
16,4,8,tE,2.08431145362556
16,4,8,tA,24.865570008812938
16,4,9,tD,4.235439594020136
16,4,9,tE,2.559488802915439
16,4,9,tA,27.301131978747435
16,4,10,tD,3.3312702164112125
16,4,10,tE,2.2380224458756857
16,4,10,tA,26.059342371299863
16,4,11,tD,3.826838678913191
16,4,11,tE,1.8640898982994258
16,4,11,tA,23.372859769559
16,4,12,tD,3.9612813153944444
16,4,12,tE,2.279881666181609
16,4,12,tA,26.77577347616898
16,4,13,tD,3.324167893442791
16,4,13,tE,1.9625024266424589
16,4,13,tA,25.972197749186307
16,4,14,tD,3.6775014718296006
16,4,14,tE,1.5128941303119063
16,4,14,tA,23.398889635689557
16,4,15,tD,3.6386493355967104
16,4,15,tE,1.6662514056661166
16,4,15,tA,24.57917500761687
16,4,16,tD,3.298329308978282
16,4,16,tE,1.5175753954099491
16,4,16,tA,25.204622332792496
16,4,17,tD,3.615870909066871
16,4,17,tE,1.8176034800999332
16,4,17,tA,26.03542459657183
16,4,18,tD,3.4934645496541634
16,4,18,tE,1.438589220866561
16,4,18,tA,22.76977248946787
16,4,19,tD,3.4147413508035243
16,4,19,tE,1.3664030123618431
16,4,19,tA,22.958442104718415
16,4,20,tD,3.5561969021800905
16,4,20,tE,1.3795705379452556
16,4,20,tA,21.513105442078086
17,4,-1,e,0.5213776429082476
17,4,-1,c,0.8610141531972955
17,4,-1,s,0.7763671875
17,4,1,tD,24.309325098991394
17,4,1,tE,21.742616534233093
17,4,1,tA,195.7306524887681
17,4,2,tD,15.889410436153412
17,4,2,tE,12.78337087854743
17,4,2,tA,138.71517412737012
17,4,3,tD,8.997313712257892
17,4,3,tE,7.431240348145366
17,4,3,tA,84.26230066642165
17,4,4,tD,6.656466688029468
17,4,4,tE,5.1585088218562305
17,4,4,tA,56.408425078727305
17,4,5,tD,5.477760159410536
17,4,5,tE,3.323937702924013
17,4,5,tA,44.409358985722065
17,4,6,tD,4.106257513863966
17,4,6,tE,2.316979858558625
17,4,6,tA,29.88426916510798
17,4,7,tD,3.807810412137769
17,4,7,tE,1.8538951622322202
17,4,7,tA,25.06920787243871
17,4,8,tD,3.7667550528422
17,4,8,tE,1.9608847985509783
17,4,8,tA,23.48094967502402
17,4,9,tD,3.8543127075536177
17,4,9,tE,2.1544698134530336
17,4,9,tA,24.265270196425263
17,4,10,tD,4.119941484357696
17,4,10,tE,1.8450678188819438
17,4,10,tA,23.811323021305725
17,4,11,tD,3.9390454611275345
17,4,11,tE,1.7378521270584315
17,4,11,tA,23.15763012462412
17,4,12,tD,4.217558544187341
17,4,12,tE,1.6141584921861067
17,4,12,tA,22.764757312863367
17,4,13,tD,3.5792136553209275
17,4,13,tE,1.4307830062462017
17,4,13,tA,22.228683356312104
17,4,14,tD,3.6020891732769087
17,4,14,tE,1.470112293085549
17,4,14,tA,22.283809470682172
17,4,15,tD,3.6701370396185666
17,4,15,tE,1.6678183015319519
17,4,15,tA,22.686121896811528
17,4,16,tD,3.313709309033584
17,4,16,tE,1.4844742414425127
17,4,16,tA,23.229023439635057
17,4,17,tD,3.834992582211271
17,4,17,tE,1.4816488566284534
17,4,17,tA,24.22150090316427
17,4,18,tD,3.8662662493879907
17,4,18,tE,1.5241850613965653
17,4,18,tA,24.580475774157094
17,4,19,tD,3.6503386968397535
17,4,19,tE,1.8603419650462456
17,4,19,tA,27.957154739124235
17,4,20,tD,3.562414087704383
17,4,20,tE,1.4305330898059765
17,4,20,tA,21.790751320135314
18,4,-1,e,0.5421014975452101
18,4,-1,c,0.8837158820243779
18,4,-1,s,0.8955078125
18,4,1,tD,24.92318920791149
18,4,1,tE,21.477901615202427
18,4,1,tA,202.14719296991825
18,4,2,tD,15.466787790879607
18,4,2,tE,11.576021049171686
18,4,2,tA,131.9010045528412
18,4,3,tD,8.664077331312
18,4,3,tE,7.459955362603068
18,4,3,tA,84.17489770799875
18,4,4,tD,6.0952575439587235
18,4,4,tE,4.41905428818427
18,4,4,tA,60.52519131358713
18,4,5,tD,4.651638422627002
18,4,5,tE,2.7897853372851387
18,4,5,tA,42.27685376093723
18,4,6,tD,4.12695483781863
18,4,6,tE,1.898510621394962
18,4,6,tA,29.268397474021185
18,4,7,tD,3.2209570676786825
18,4,7,tE,1.550878347363323
18,4,7,tA,25.58118215878494
18,4,8,tD,3.2024477254599333
18,4,8,tE,1.6019619931466877
18,4,8,tA,24.14659590984229
18,4,9,tD,3.301270477299113
18,4,9,tE,1.4728464030195028
18,4,9,tA,23.11191701021744
18,4,10,tD,3.4016603773925453
18,4,10,tE,1.4623067553620785
18,4,10,tA,24.988301107485313
18,4,11,tD,2.9918578464421444
18,4,11,tE,1.187873546849005
18,4,11,tA,23.64340858432115
18,4,12,tD,3.301901992643252
18,4,12,tE,1.3194800795754418
18,4,12,tA,24.212187591620022
18,4,13,tD,3.434795912122354
18,4,13,tE,1.2561467624036595
18,4,13,tA,22.443148278063745
18,4,14,tD,2.8943024643231183
18,4,14,tE,1.2026461617206223
18,4,14,tA,23.662216132564936
18,4,15,tD,3.0480664041242562
18,4,15,tE,1.2215117171872407
18,4,15,tA,23.188647690432845
18,4,16,tD,2.8737625799840316
18,4,16,tE,1.2079028350999579
18,4,16,tA,24.5317510899622
18,4,17,tD,2.8463363349437714
18,4,17,tE,1.3120906655676663
18,4,17,tA,25.25383311798214
18,4,18,tD,2.9776045219623484
18,4,18,tE,1.2940027493750677
18,4,18,tA,23.901018726654
18,4,19,tD,2.9941161748138256
18,4,19,tE,1.4565774213988334
18,4,19,tA,27.27930346125504
18,4,20,tD,2.8067328941542655
18,4,20,tE,1.1556044054741506
18,4,20,tA,23.569373440011987
19,4,-1,e,0.5144696913625935
19,4,-1,c,0.8795136590894637
19,4,-1,s,0.916015625
19,4,1,tD,24.10444386303425
19,4,1,tE,21.497392125427723
19,4,1,tA,198.61229430139065
19,4,2,tD,16.585272094234824
19,4,2,tE,13.325311517342925
19,4,2,tA,141.60961385816336
19,4,3,tD,9.356816611252725
19,4,3,tE,6.685705729294568
19,4,3,tA,83.8126104939729
19,4,4,tD,5.791959946043789
19,4,4,tE,3.476149448659271
19,4,4,tA,52.70281566446647
19,4,5,tD,3.7971255925949663
19,4,5,tE,2.0205386406742036
19,4,5,tA,32.75129367120098
19,4,6,tD,3.450471892603673
19,4,6,tE,1.637745471438393
19,4,6,tA,26.78404721710831
19,4,7,tD,3.40361057134578
19,4,7,tE,1.363590206252411
19,4,7,tA,23.36117684666533
19,4,8,tD,3.1060085381614044
19,4,8,tE,1.3258657770929858
19,4,8,tA,22.501377993263304
19,4,9,tD,3.4233414258924313
19,4,9,tE,1.4478985246969387
19,4,9,tA,23.481749820930418
19,4,10,tD,3.3169859992922284
19,4,10,tE,1.5048788952408358
19,4,10,tA,24.752442603290547
19,4,11,tD,2.658719294006005
19,4,11,tE,1.0233300823019817
19,4,11,tA,23.228420710016508
19,4,12,tD,2.7039988663746044
19,4,12,tE,1.0718159591779113
19,4,12,tA,23.46924172148283
19,4,13,tD,3.0057109834160656
19,4,13,tE,0.9306040034862235
19,4,13,tA,23.17131482885452
19,4,14,tD,3.1490688418853097
19,4,14,tE,1.1051818670821376
19,4,14,tA,24.71895659493748
19,4,15,tD,2.6879887882387266
19,4,15,tE,1.023222043120768
19,4,15,tA,22.228735820011934
19,4,16,tD,2.9331040446995758
19,4,16,tE,1.0063379083294421
19,4,16,tA,22.03780786675634
19,4,17,tD,2.490657873568125
19,4,17,tE,1.1124778382945806
19,4,17,tA,24.237987199885538
19,4,18,tD,2.9945240363013
19,4,18,tE,1.3622649262542836
19,4,18,tA,23.630682546368917
19,4,19,tD,2.944960779917892
19,4,19,tE,1.162329276703531
19,4,19,tA,20.57798183397972
19,4,20,tD,2.8382111977261957
19,4,20,tE,1.5955602604371961
19,4,20,tA,16.537232116621453
20,4,-1,e,0.7138134359657563
20,4,-1,c,0.8346285318896696
20,4,-1,s,0.720703125
20,4,1,tD,24.277740880846977
20,4,1,tE,22.963496766984463
20,4,1,tA,197.89774096757174
20,4,2,tD,16.042829105630517
20,4,2,tE,13.607932072132826
20,4,2,tA,135.25100443139672
20,4,3,tD,11.741411866620183
20,4,3,tE,9.541739158332348
20,4,3,tA,99.43622923921794
20,4,4,tD,7.475074443034828
20,4,4,tE,6.429487789981067
20,4,4,tA,74.0788350715302
20,4,5,tD,6.377669668756425
20,4,5,tE,5.720748469000682
20,4,5,tA,64.84764316119254
20,4,6,tD,5.714423834346235
20,4,6,tE,5.197401128709316
20,4,6,tA,53.81027005938813
20,4,7,tD,5.008463019155897
20,4,7,tE,4.4460050573106855
20,4,7,tA,46.99457538302522
20,4,8,tD,4.208267127396539
20,4,8,tE,3.0161838367348537
20,4,8,tA,32.50726537627634
20,4,9,tD,3.569822993595153
20,4,9,tE,2.8811606811359525
20,4,9,tA,28.691809527925216
20,4,10,tD,3.5540094917523675
20,4,10,tE,2.4623072519898415
20,4,10,tA,26.071183725842275
20,4,11,tD,3.7160468380898237
20,4,11,tE,2.3149847590830177
20,4,11,tA,24.202408911311068
20,4,12,tD,3.484499513229821
20,4,12,tE,2.287533564027399
20,4,12,tA,26.229564414708875
20,4,13,tD,3.3882141153735574
20,4,13,tE,2.351323032809887
20,4,13,tA,26.459059788758168
20,4,14,tD,3.4424252507742494
20,4,14,tE,2.6768252403417137
20,4,14,tA,26.805526399519295
20,4,15,tD,3.123375686467625
20,4,15,tE,2.6383005877723917
20,4,15,tA,27.908712585805915
